path_key,fid,Image Reference,Road Name,segment_length_m,assigned_chainage_m,profile_chainage_m,elevation_m,gradient_pct,Grade
serangoon_garden_way,205,Serangoon Garden Way_Cam4_20260202_095351_963_B.jpeg,,4909.083,4905.636,4906.0,23.012,,
serangoon_garden_way,206,Serangoon Garden Way_Cam4_20260202_095354_381_B.jpeg,,4919.2,4914.141,4914.0,23.447,,
serangoon_garden_way,207,Serangoon Garden Way_Cam4_20260202_095357_385_B.jpeg,,4929.606,4924.403,4924.0,23.662,,
serangoon_garden_way,208,Serangoon Garden Way_Cam4_20260202_095400_403_B.jpeg,,4961.36,4945.483,4946.0,22.48,-4.569,1.0
serangoon_garden_way,209,Serangoon Garden Way_Cam4_20260202_095410_038_B.jpeg,,4972.799,4967.079,4968.0,21.994,5.1,1.0
serangoon_garden_way,210,Serangoon Garden Way_Cam4_20260202_095413_642_B.jpeg,,4984.629,4978.714,4978.0,22.902,,
serangoon_garden_way,211,Serangoon Garden Way_Cam4_20260202_095417_253_B.jpeg,,4994.158,4989.393,4990.0,24.275,,
serangoon_garden_way,212,Serangoon Garden Way_Cam4_20260202_095420_217_B.jpeg,,5016.607,5005.383,5006.0,22.978,,
serangoon_garden_way,213,Serangoon Garden Way_Cam4_20260202_095426_831_B.jpeg,,5029.69,5023.149,5024.0,23.572,,
serangoon_garden_way,214,Serangoon Garden Way_Cam4_20260202_095430_415_B.jpeg,,5040.516,5035.103,5036.0,23.41,,
serangoon_garden_way,215,Serangoon Garden Way_Cam4_20260202_095433_434_B.jpeg,,5062.823,5051.669,5052.0,22.075,,
serangoon_garden_way,216,Serangoon Garden Way_Cam4_20260202_095439_420_B.jpeg,,5074.326,5068.575,5068.0,20.466,-3.487,1.0
serangoon_garden_way,217,Serangoon Garden Way_Cam4_20260202_095442_500_B.jpeg,,5084.133,5079.23,5080.0,20.024,-1.978,1.0
serangoon_garden_way,218,Serangoon Garden Way_Cam4_20260202_095445_512_B.jpeg,,5096.096,5090.115,5090.0,20.395,,
serangoon_garden_way,219,Serangoon Garden Way_Cam4_20260202_095449_117_B.jpeg,,5105.827,5100.961,5100.0,21.113,,
serangoon_garden_way,220,Serangoon Garden Way_Cam4_20260202_095452_120_B.jpeg,,5128.329,5117.078,5118.0,20.182,,
serangoon_garden_way,221,Serangoon Garden Way_Cam4_20260202_095459_986_B.jpeg,,5139.865,5134.097,5134.0,18.83,,
serangoon_garden_way,222,Serangoon Garden Way_Cam4_20260202_095504_799_B.jpeg,,5149.379,5144.622,5144.0,17.333,,
serangoon_garden_way,223,Serangoon Garden Way_Cam4_20260202_095507_202_B.jpeg,,5161.871,5155.625,,,,
serangoon_garden_way,224,Serangoon Garden Way_Cam4_20260202_095510_817_B.jpeg,,5167.081,5164.476,,,,
serangoon_garden_way,225,Serangoon Garden Way_Cam4_20260202_095513_221_B.jpeg,,5200.865,5183.973,,,,
serangoon_garden_way,226,Serangoon Garden Way_Cam4_20260202_095528_273_B.jpeg,,5212.539,5206.702,5206.0,15.942,,
serangoon_garden_way,227,Serangoon Garden Way_Cam4_20260202_095531_278_B.jpeg,,5237.742,5225.141,5226.0,14.264,,
serangoon_garden_way,228,Serangoon Garden Way_Cam4_20260202_095538_607_B.jpeg,,5247.674,5242.708,5242.0,13.007,-3.76,1.0
serangoon_garden_way,229,Serangoon Garden Way_Cam4_20260202_095541_611_B.jpeg,,5261.618,5254.646,5254.0,12.194,-9.433,2.0
serangoon_garden_way,230,Serangoon Garden Way_Cam4_20260202_095545_827_B.jpeg,,5272.178,5266.898,5266.0,11.378,-5.365,1.0
serangoon_garden_way,231,Serangoon Garden Way_Cam4_20260202_095548_830_B.jpeg,,5296.529,5284.354,5284.0,10.726,-3.792,1.0
serangoon_garden_way,232,Serangoon Garden Way_Cam4_20260202_095554_935_B.jpeg,,5304.548,5300.538,5300.0,9.928,-3.185,1.0
serangoon_garden_way,233,Serangoon Garden Way_Cam4_20260202_095556_738_B.jpeg,,5316.844,5310.696,5310.0,10.136,5.694,1.0
serangoon_garden_way,234,Serangoon Garden Way_Cam4_20260202_095559_741_B.jpeg,,5325.893,5321.368,5322.0,9.759,,
serangoon_garden_way,235,Serangoon Garden Way_Cam4_20260202_095602_143_B.jpeg,,5350.339,5338.116,5338.0,8.991,,
